index	#1 Label	#2 String	#2 String
984	0	150 người đã có mặt trên chiếc máy bay bị rơi ở Pháp hôm nay, CEO của #Germanwings cho biết. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI|||||“@Cnnbrk: 150 người đã có mặt trên chiếc máy bay gặp nạn ở Pháp hôm nay, CEO của #Germanwings cho biết. http://t.co/fx3JY9kW89 http://t.co/sDOtSdVhFv ”|||||@cnnbrk @Janae_Classy wow|||||“@Cnnbrk: 150 người đã có mặt trên chiếc máy bay gặp nạn ở Pháp hôm nay, CEO của #Germanwings cho biết. http://t.co/9ztL7YTPqu http://t.co/IIv1Si9yf0 ”|||||: '(“@Cnnbrk: 150 người đã có mặt trên chiếc máy bay bị rơi ở Pháp hôm nay, CEO của #Germanwings cho biết. Http://t.co/MPCJw7MpFr”|||||@cnnbrk buồn, tôi rất tiếc cho gia đình nạn nhân.|||||Bi kịch Menuda .. “@Cnnbrk: 150 người đã có mặt trên chiếc máy bay bị rơi ở Pháp hôm nay" http://t.co/oRSBGiEJNi http://t.co/B7abSUybgn ”|||||“@Cnnbrk: 150 người đã có mặt trên chiếc máy bay gặp nạn ở Pháp hôm nay, CEO của #Germanwings cho biết. http://t.co/TPktz4RPgk http://t.co/V8tcytOLhf ”|||||@cnnbrk - những suy nghĩ và lời cầu nguyện với các gia đình - thực sự là một khoảng thời gian rất buồn !!|||||“@Cnnbrk: 150 người đã có mặt trên chiếc máy bay gặp nạn ở # Pháp hôm nay, Giám đốc điều hành #Germanwings cho biết. http://t.co/CqBEeJcAep YÊN NGHỈ|||||“@Cnnbrk: 150 người trên chiếc máy bay bị rơi ở Pháp hôm nay, #Germanwings. http://t.co/m4yl78jTJ0 http://t.co/HDp7zHHTHW ”thật @ đáng sợ|||||@NicolePence @cnnbrk khiến trái tim tôi chìm đắm vào sáng nay. Vợ tôi & amp; một số sinh viên #NorthCentral vừa bay đến vào Chủ nhật. Tuy nhiên, họ vẫn ổn.|||||@ Daddypantz1220 ồ ồ. Điều này thật đáng sợ. Chúng tôi đã ở đó vào tháng năm cuối cùng. Những lời cầu nguyện. :(|||||@cnnbrk bi kịch kinh khủng! những lời tâm sự sâu sắc nhất đến gia đình các nạn nhân|||||“@Cnnbrk: 150 người đã có mặt trên chiếc máy bay bị rơi ở Pháp hôm nay, http://t.co/7VjowBRtyV http://t.co/oN16knmlwl” Thật đau lòng.|||||@AudraEqualityMc @cnnbrk Ôi trời! Tôi đang cầu nguyện cho gia đình của họ. Chúng tôi thương tiếc với họ.👃|||||@cnnbrk tự hỏi liệu ai đó đã cướp máy bay trước khi vụ tai nạn có thể xảy ra không|||||RIP RT @ cnnbrk: 150 người đã có mặt trên chiếc máy bay bị rơi ở Pháp, CEO của #Germanwings cho biết. http://t.co/CTrlVJ10ZP http://t.co/PwKxzDdbgw|||||“@Cnnbrk: 150 người đã có mặt trên chiếc máy bay gặp nạn ở Pháp hôm nay, CEO của #Germanwings cho biết. http://t.co/TPEdn9LWB9 http://t.co/2Ar7yNoKT7 ”|||||RT @cnnbrk: 150 người đã có mặt trên chiếc máy bay bị rơi ở Pháp hôm nay, Giám đốc điều hành #Germanwings cho biết http://t.co/nQcnn8oi3y http://t.co/Q75GJLdxwx|||||@cnnbrk RIP
985	0	Phi hành đoàn #Germanwings không gửi tín hiệu báo động; nó được gửi bởi cơ quan kiểm soát không lưu - hàng không dân dụng tới AFP http://t.co/cN6iVJDoo7|||||@bbcbreak #plottwist|||||@BBCBreaking  http://t.co/CIsr3BHPoc  Tôi muốn mời bạn đến với tôn giáo của #Islam và tôi hy vọng bạn biết về đạo Hồi.  #Yêu thích #RT 🌹|||||@ThinkKu @BBCBreaking chết tiệt|||||@BBCBreaking Có thể một số đã chiếm lấy buồng lái?|||||Phi hành đoàn #Germanwings không gửi tín hiệu báo động; nó đã được gửi bởi kiểm soát không lưu | @BBCBreaking  http://t.co/EcNUkzH2k6|||||“@BBCBreaking: Phi hành đoàn #Germanwings không gửi tín hiệu báo động; gây sốc sâu sắc, suy nghĩ với tất cả những người liên quan bao gồm cả các bên cứu hộ.|||||Đội ngũ @BBCBreaking đã không gửi tín hiệu báo sự cố, đã hạ xuống nhanh chóng, đã xảy ra lỗi.|||||@BBCBreaking Nó rất "thiếu nhạy cảm" vì đây rõ ràng là những gì anh ấy / cô ấy muốn. Một vài người thích điều đó.|||||@BBCBreaking Không có tín hiệu báo động. Hầu như không thể tin được với một phi hành đoàn được đào tạo chuyên sâu; điều này mang lại rất nhiều kịch bản kinh dị cho tâm trí.|||||@BBCBreaking @jszanto|||||@BBCBreaking
986	0	Hãng hàng không #Germanwings cho biết 144 hành khách và sáu phi hành đoàn đã có mặt trên chiếc máy bay bị rơi gần #Digne
987	0	Báo cáo: Máy bay #Germanwings bị rơi chở 148 người, bao gồm 142 hành khách, hai phi công và bốn tiếp viên hàng không.|||||“@SPIEGEL_English: Báo cáo: Máy bay #Germanwings bị rơi. 148 người, bao gồm 142 hành khách, 2 phi công và 4 tiếp viên ”. Schon wieder|||||@SPIEGEL_English BREAKING - Máy bay Germanwings rơi ở Pháp, có tới 150 người được cho là đã thiệt mạng http://t.co/HWyOPGobie
988	0	BẬT MÍ: 148 hành khách đã có mặt trên chiếc Airbus A320 của #GermanWings đã bị rơi ở dãy núi D phía nam nước Pháp. Xin hãy bảo vệ họ.AMEEN ♥ ☀ ♥|||||@AbedaDocrat Ameen|||||@AbedaDocrat ameen
989	0	Máy bay rơi ở miền nam nước Pháp, 148 người trên khoang: Hãng hàng không bình dân Germanwings đang bay từ Barcelona đến Dusseldorf. http://t.co/2VHTfulQOQ
990	0	Hãng hàng không German Wings hiện đăng tweet về báo cáo máy bay rơi ở dãy núi Alps của Pháp với 148 người trên khoang: @germanwings http://t.co/SqUrmcvNKt|||||@AJENews @germanwings vâng :-(.|||||@AJENews @germanwings là đồng phi công Cơ đốc - vì không ai gọi đây là một hành động khủng bố!
991	0	Máy bay Germanwings rơi ở dãy núi Alps của Pháp với 148 người http://t.co/pg3bpbv7R1
992	0	TIN TỨC Phi công Germanwings là người Hồi giáo chuyển đổi http://t.co/hQ9YdkHw3T
993	0	148 người sợ chết sau vụ rơi máy bay Airbus của hãng Germanwings ở Pháp: http://t.co/uuK7F3uSVP http://t.co/Y7e55cwW7B|||||@Reuters Cầu nguyện đã được gửi.|||||“@Reuters: 148 người sợ hãi đã chết sau vụ rơi máy bay Airbus của hãng Germanwings ở Pháp: http://t.co/5vmgbwAqLD http://t.co/2BELm3NdS8”|||||“@Reuters: 148 người sợ chết sau vụ máy bay Airbus của hãng Germanwings ở Pháp: http://t.co/qLDmYjqfnw http://t.co/dtWbLFe7Wd”|||||@Reuters rất buồn. có thể linh hồn của họ RIP|||||@Reuters có thể Chúa an ủi tất cả các mối quan hệ của những người thân yêu!|||||@ dennismaingo95 @Reuters có thể Chúa giải thích lý do tại sao anh ta để nó xảy ra.|||||@Reuters Không phải là một tin tốt đẹp chút nào để bắt đầu một ngày ở nơi tận cùng của hành tinh này. Tôi rất tiếc cho các nạn nhân.|||||😢😢 “@Reuters: 148 người sợ hãi đã chết sau vụ rơi máy bay Airbus của Germanwings ở Pháp: http://t.co/x4lk7tfexU http://t.co/1tHUjK9vkC”|||||148 người sợ hãi thiệt mạng sau vụ rơi máy bay Airbus của hãng Germanwings ở Pháp | @Reuters  http://t.co/LnvWSc11Qw|||||@Reuters BRAHMINOLGY - CHA CỦA BRAHMANISM CẢI CÁCH HIỆN ĐẠI LÀ SRI RODDAM ANANDA VASISTA|||||148 người sợ chết sau vụ rơi máy bay Airbus của hãng Germanwings ở Pháp: http://t.co/Ot2Zc4MQH9 http://t.co/U3zy7T9wvD @Reuters|||||@Reuters buồn vô cùng cho gia đình họ.|||||@Reuters CC @biginberson|||||Đáng tiếc: “@Reuters: 148 người sợ hãi đã chết sau vụ rơi máy bay Airbus của Germanwings ở Pháp"|||||“@Reuters: 148 người sợ hãi đã chết sau vụ rơi máy bay Airbus của hãng Germanwings ở Pháp: http://t.co/zkBKORnOk4 http://t.co/yRaz0mvk7q” ồ không!|||||Ngày buồn trong Tin tức du lịch. RT: @Reuters 148 người sợ chết sau vụ máy bay Airbus của hãng Germanwings ở Pháp: http://t.co/omvYdmzawV|||||"@Reuters: 148 người sợ chết sau vụ máy bay Airbus của hãng Germanwings ở Pháp: http://t.co/pAZlcFPGa4 http://t.co/3SkuOFdoxu" tin khủng khiếp.|||||Tin tức bi thảm: “@Reuters: 148 người sợ hãi đã chết sau vụ rơi máy bay Airbus của Germanwings ở Pháp: http://t.co/sHwRBwT3do http://t.co/dww80HWcJC”
994	0	BẬT: Cập nhật - AFP: Quan chức hàng không cho biết phi hành đoàn #Germanwings đã không gửi tín hiệu báo động qua @BBCBreaking - @FlightCrisis|||||@airlivenet @tonfalques no és estrany q no hi hagués comunicació per part del pilot. Primer controlar avió i Desrés quan es pot comunicar.|||||@ 01OrioL @tonfalques @airlivenet conec el P-A-S però diria que aquí no aplica, ho pot fer a la vegada|||||@airlivenet @BBCBreaking @FlightCrisis
995	1	#BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews|||||RT - “@NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews”|||||“@NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews”|||||@NBCNews rất buồn máy bay Đức bị rơi|||||“@NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews”|||||“@NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews” Sắp có @ kare11 #sunrise NEXT.|||||RT @NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews|||||RT @NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews|||||RT @NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews|||||@NBCNews chia buồn rất nhiều|||||う お ー ー 今年 も 飛行 機 は 厄 年 な の か 。。 RT @NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews|||||@NBCNews một cái khác !?|||||Vui lòng không phải là một vụ tai nạn máy bay khác ... 😔 “@NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews”|||||Truyền thông Pháp và Đức đang đưa tin rằng có 148 người trên tàu http://t.co/xTaPz8Tue1|||||RT @NBCNews: Truyền thông Pháp và Đức đang đưa tin có 148 người trên tàu http://t.co/gO97p1jrJl|||||. @ germanwings cho biết họ đang làm việc để xác nhận báo cáo một trong những máy bay của họ đã bị rơi ở Pháp http://t.co/v6Sk8OGIwh|||||Tổng thống Pháp Francois Hollande cho biết máy bay phản lực @germanwings đã bị rơi ở khu vực hẻo lánh của dãy Alps thuộc Pháp http://t.co/kfI9pEIz4q|||||@NBCNews @germanwings tại sao những điều này hầu như luôn xảy ra ở các vùng sâu vùng xa|||||@HawsonDPierre @NBCNews @germanwings Tôi không nghĩ mọi người chọn nơi họ muốn gặp sự cố. Nó chỉ xảy ra thôi ...|||||@justabedroom @NBCNews @germanwings Tôi chắc chắn rằng họ sẽ không ... Tôi chỉ nhận thấy điều đó, nó không làm giảm bớt tìm kiếm|||||@HawsonDPierre Tôi biết, nhưng ít nhất nó đã không đi xuống một thành phố giết người nhưng nhiều hơn nữa. Quá buồn...|||||@NBCNews @germanwings hoàn vốn cho Thế chiến thứ hai|||||“@NBCNews: Tổng thống Pháp Francois Hollande cho biết máy bay phản lực @germanwings đã bị rơi ở khu vực hẻo lánh của dãy Alps thuộc Pháp http://t.co/v1JelWtXlO”|||||Rất đáng sợ “@NBCNews:. @ Germanwings cho biết họ đang làm việc để xác nhận báo cáo một trong những máy bay của họ đã bị rơi ở Pháp http://t.co/m7PkeFVOeU”|||||@NBCNews @germanwings  Nó đã đi xuống  xin chào|||||“@NBCNews: Truyền thông Pháp và Đức đang đưa tin rằng có 148 người trên tàu http://t.co/w7ZJhOsn33”|||||@Figenozavci  Xin chào Figen  Bạn có bất kỳ cái tên rất thú vị  Bạn đến từ quốc gia nào?|||||“@NBCNews: Truyền thông Pháp và Đức đang đưa tin có 148 người tham gia http://t.co/xtWy7LRM70”|||||@NBCNews @SusanHendricks lần đầu tiên sử dụng máy bay A320|||||@NBCNews ơi, buồn quá.|||||giống như tôi sắp đáp 6 chuyến bay 😰 @NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews|||||“MT" @NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews ”|||||XÁC NHẬN: #BREAKING: Một chiếc A320 @Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews|||||“@NBCNews: #BREAKING: Một chiếc A320 của Germanwings đã bị rơi ở Pháp, các quan chức Đức xác nhận với @NBCNews" Ồ không😓😓😓|||||Nằm sâu trong dãy Alps của Pháp với khoảng 150 chiếc trên tàu MT @NBCNews: #BREAKING: Germanwings A320 đã bị rơi tại FRA Các quan chức Đức xác nhận với @NBCNews
996	1	Ảnh: Phi công người Đức Andreas Lubitz, người có vẻ như đã rơi chuyến bay #Germanwings không có mục đích http://t.co/3mSYxvNF3p|||||@rConflictNews có lẽ bạn muốn viết "có chủ đích", bây giờ có vẻ ngược lại ...|||||MT @rConflictNews: Ảnh: Đồng nghiệp phi công người Đức Andreas #Lubitz, người dường như đã bị rơi chuyến bay #Germanwings. http://t.co/Axhn64fUcy # A320|||||@avendittinyc @rConflictNews bộ mặt mới của đạo Hồi|||||@rConflictNews #whiteterror|||||@rConflictNews @ THE_47th|||||@rConflictNews   #BS # Bullshit http://t.co/HUKrD9ijEf|||||@rConflictNews   #BS # Bullshit http://t.co/HUKrD9ijEf #Coverup #NATO Sai lầm về Bài tập|||||@rConflictNews nguồn của bạn cho bức ảnh là gì?|||||Trang facebook @Petalstomp.|||||@GissiSim yep hiểu rồi, cảm ơn|||||@rConflictNews Cây cầu đó sẽ là một nơi tốt để nhảy, hơn là giết chết 150 người. Đôi khi xảy ra trên Cổng Vàng.|||||@rConflictNews DAMNIT, cũng sẽ đến SF vào tuần tới.|||||@rConflictNews Không ai nói rằng có khả năng anh ấy bị ngất xỉu! họ buộc tội anh ta! kinh khủng|||||@rConflictNews caro pilota che tu sia maledetto 149 volte|||||@rconflictnews Sự cố của Germanwings A320? http://t.co/yTA3Ed3qyh
997	1	BẬT MÍ Germanwings cho biết 144 hành khách và 6 phi hành đoàn trên chiếc máy bay bị rơi http://t.co/wFg8KTSve2 http://t.co/qTYmopB5aj|||||“@Airlivenet: BREAKING Germanwings cho biết 144 hành khách và 6 phi hành đoàn trên chiếc máy bay bị rơi http://t.co/IwREl0uMdh http://t.co/KiP2LazOJQ” Thật buồn🙏😔|||||@airlivenet @DaoodButt -Rest In Peace
998	2	Đồng phi công của Germanwings cam chịu 'bị kiệt sức hoặc trầm cảm' nhiều năm trước khi gặp nạn http://t.co/nkqWoRwKUK http://t.co/QRMJTWGAIr|||||@DailyMirror nếu bạn muốn tự tử thì đó là lựa chọn của bạn nhưng tất cả những người / trẻ em vô tội tội nghiệp & amp; trẻ sơ sinh KHÔNG có sự lựa chọn! Người ác 😡|||||Trầm cảm, theo lời mẹ của một trong những người bạn học cũ của anh ấy từ lâu @ jopel69 @DailyMirror. Không ác. Phản ứng của bạn là không hợp lý.|||||@Soultrexon @DailyMirror bạn có quyền đưa ra ý kiến của bạn vì tôi có quyền của tôi! Và của tôi nói rằng người đàn ông xấu xa khó chịu!|||||Ý kiến của bạn là hoàn toàn cảm tính, phi logic và phi lý @ jopel69 @DailyMirror. Tôi không có ý kiến về điều này. Tôi chỉ suy ngẫm về sự thật.|||||@Soultrexon tại sao bạn quan tâm? Tôi không quan tâm đến ý kiến hay sự thật của bạn! Tôi nói những gì tôi nói cuối cùng!|||||Tại sao bạn tin tôi quan tâm, @ jopel69? Bạn có kiêu ngạo và ngốc nghếch đến mức nghĩ rằng bạn có thể đọc được suy nghĩ của tôi?|||||@Soultrexon có một số người bệnh hoạn trên thế giới này 😡👊|||||Chắc chắn rồi, @ jopel69. Và khá nhiều loại bệnh tật, tất cả đều đến với bạn trong một bảng màu đầy đủ về màu sắc, mùi hương, tinh chất và hình thức!|||||@DailyMirror @KenyanTraffic Tại sao những người trầm cảm này lại cố gắng hạ gục người khác cùng lúc? Một tải máy bay hay một gia đình? Của nó ma quỷ.|||||quá buồn !!! nếu bạn muốn giết chính mình, thì đó là LỰA CHỌN CỦA BẠN, nhưng tại sao lại lấy ppl vô tội với bạn. IJS @DailyMirror @ AHammond_WREG3|||||@DailyMirror bạn không nghe thấy từ n trên bản ghi giọng nói buồng lái à?|||||Bạn phải hỏi điều đó với mẹ của người bạn học cũ @parMaster @DailyMirror. Tôi cá là họ sẽ nghĩ ra một lý thuyết.|||||@DailyMirror burnout có một nghĩa khác trong tiếng Đức. Chúng tôi sẽ nói suy nhược thần kinh|||||Câu trả lời đó thông minh hơn toàn bộ bài báo trên Daily Mirror, @g_kearnan @DailyMirror. Chúng tôi? Bạn là người Đức? Rất đáng ngờ!|||||@Soultrexon @DailyMirror Tôi là người Scotland đã sống ở Áo 10 năm ...|||||Vâng. Một người Scot? Theo thống kê, bạn không quá khó tính và không có khả năng thổi bùng một bức tranh biếm họa cho những kẻ ngu ngốc @g_kearnan @DailyMirror.|||||... tất nhiên là hoàn toàn không có bằng chứng cho thấy bạn thông minh rồi, @g_kearnan @DailyMirror.|||||@Soultrexon @DailyMirror thường "cháy hàng" ở đây có nghĩa là "từng phần"|||||Haha. Theo nghĩa "chia tách", phải không @g_kearnan @DailyMirror? Nhưng bạn đang ở Scotland, phải không? Đó là nghĩa tiếng Đức có liên quan.|||||@Soultrexon @DailyMirror nope. Tôi đang ở austria ...|||||Tôi hiểu rồi ... Bạn có lý thuyết về vụ tai nạn VW Phaeton của Jörg Haider không? Của tôi là tâm trí của anh ấy trở nên điên cuồng @g_kearnan @DailyMirror.|||||@Soultrexon @DailyMirror thật vui là tôi đã gặp anh ấy vài ngày trước ... Trong một quán bia ở Salzburg ...|||||Tôi có thể hỏi bạn một câu hỏi có lẽ vô kỷ luật @g_kearnan @DailyMirror không? Bạn nghĩ gì về anh ấy vào thời điểm đó?|||||@Soultrexon @DailyMirror anh ấy thông minh và lôi cuốn và anh ấy đã bị thủ lĩnh phe bảo thủ đánh lừa.|||||Có thể là @g_kearnan @DailyMirror. Tôi biết anh ấy chỉ qua những tin đồn.|||||@Soultrexon, ông ấy là thống đốc của carinthia, một tỉnh nổi tiếng với sự bảo vệ của Đức Quốc xã cũ ...|||||Chính xác @g_kearnan. Và có biệt danh là Sói cô đơn ở đó, phải không?|||||@Soultrexon không nhớ là đã nghe thấy điều đó nhưng đảng của anh ấy dường như đã chuyển trọng tâm sang Vienna ...|||||Vienna. Tôi đã nghe rất nhiều về thành phố này @g_kearnan. Tôi sẽ phải tự mình đi xem nó rất sớm!|||||@Soultrexon nếu bạn thích opera và cà phê ... Và nó hoàn toàn miễn phí.|||||3 điều tôi thực sự đánh giá cao @g_kearnan. Đi thôi. Những con đường hạnh phúc!|||||@Soultrexon cổ vũ|||||@Soultrexon @DailyMirror bạn không biết anh ấy nổi tiếng như thế nào ở đây. Lời quảng cáo.|||||Tôi có một ý tưởng @g_kearnan @DailyMirror. Hồi đó tôi có một cô bạn gái người Áo.|||||@Soultrexon @DailyMirror nhiều hơn về mặt .. "phân đoạn theo hành động sức khỏe tâm thần" ... Hình nền cao su thời gian ...|||||Tôi hiểu rồi, @DailyMirror. Tôi cho rằng mẹ của người bạn học cũ này là một nguồn tin cực kỳ đáng tin cậy, và con gái của bà ấy nữa? Bài viết của bạn là baloney.
999	0	PHÁN XÉT: Các nạn nhân vụ tai nạn của #Germanwings bao gồm 72 công dân Đức, 35 người Tây Ban Nha, 2 người Mỹ, mỗi CEO - qua @AP|||||@YahooNews @AP và hai người Úc ....
1000	1	Suy nghĩ và cầu nguyện với gia đình và người thân của vụ tai nạn máy bay Airbus A320 của #Germanwings: Hai trẻ sơ sinh và 16 trẻ em trong số 150 người thiệt mạng.
1001	0	Máy bay Airbus A320 của Germanwings trên đường từ Barcleona đến Dusseldorf bị rơi ở dãy núi Alps phía nam nước Pháp - 148 người trên máy bay http://t.co/dqXZQFlg9U
1002	0	Nước Đức hiện có sự kiện 11/9 của riêng mình, nhờ vào việc chuyển đổi sang đạo Hồi, #AndreasLubitz. #GermanyWings http://t.co/J6OTGRWHJO http://t.co/2a0zoSkjA6|||||@RavenHUWolf Cảnh sát cho biết trước đó họ đã báo cáo rằng họ đã tìm thấy thứ gì đó "có ý nghĩa" tại căn hộ của đồng phi công http://t.co/EGvRmm9VbT|||||@RavenHUWolf Ofc, bạn có thể cá rằng những người biện hộ (truyền thông, chính trị, “Học giả Hồi giáo”) sẽ gán toàn bộ hành động này cho người đàn ông “không ổn định về tinh thần”.|||||@RavenHUWolf Buồn cười làm sao những lời đầu tiên thốt ra từ miệng ☭bama lại là "Đó không phải là khủng bố!"  Bây giờ anh ta sẽ viện cớ gì?|||||@RavenHUWolf Thực ra, tôi nên diễn đạt lại câu hỏi đó khi nhìn lại.  Ngay sau vụ tai nạn, anh ta biết gì về nó?|||||@RavenHUWolf những thứ này tôi tìm thấy trên tài khoản ISIS. . http://t.co/yIsKMFW1AN|||||@parkman_sandi @RavenHUWolf Ác quỷ học sinh tốt nhất R ở tất cả các vị trí được thực hiện bây giờ hành động bắt đầu từ từ ổn định trên tất cả các mặt trận nắm bắt hệ thống thn ppl ??|||||@parkman_sandi @ Welsh58 @RavenHUWolf cho tôi biết nếu có ai muốn dịch|||||@AllmanWade @parkman_sandi @ Welsh58 @RavenHUWolf Hình nộm này sẽ đánh giá cao bản dịch. Tôi bị thách thức về mặt tiếng Đức; 0)|||||@Kruising_Bye @parkman_sandi @ Welsh58 @RavenHUWolf Bạn muốn luật sharia? Đúng. Bạn muốn sống ở một quốc gia Hồi giáo? Đúng.|||||@Kruising_Bye @parkman_sandi @ Welsh58 @RavenHUWolf Tại sao bạn rời quê hương Hồi giáo của mình đến một quốc gia châu Âu?|||||@Kruising_Bye @parkman_sandi @ Welsh58 @RavenHUWolf Phía bên kia nói về cách video dành cho những người ngu ngốc bị tẩy não (chúng tôi).|||||@Kruising_Bye @parkman_sandi @ Welsh58 @RavenHUWolf nói về Jihad|||||@AllmanWade @ Welsh58 @RavenHUWolf. Cảm ơn WadeDogg ... 😊|||||@parkman_sandi Có nhãn của Đức Quốc xã (NPD) trên trang web này. Một neonazi người Đức được biết là đứng sau vụ giả mạo này. @RavenHUWolf http://t.co/SMb57v8xaE|||||@RavenHUWolf Thy R đã di chuyển, không có sai lầm nào về việc này đang diễn ra bây giờ luật pháp phải hành động 2 ngăn chặn sự lây lan shit này càng sớm càng tốt nếu không sẽ xử lý Mess nghiêm trọng.|||||@RavenHUWolf phương tiện truyền thông loony cánh tả sẽ quay cái này như thế nào ???|||||@ CVN70MM2Nuke Chắc chắn họ sẽ mắc bệnh tâm thần|||||@ CVN70MM2Nuke @RavenHUWolf|||||@RavenHUWolf 1 phụ nữ sinlge đứng lên phản đối thm làm shit Demo thấy trên ống U nó mất rồi|||||@RavenHUWolf Bạn có chắc chắn về điều này không?|||||@JohnnyTobin Vẫn đang chờ đợi bằng chứng "cứng" về nó ... nếu có bao giờ sẽ có bất kỳ đó là sự thật 100% bài báo đó.
1003	0	Vụ tai nạn máy bay Germanwings: Airbus A320 rơi ở dãy núi Alps của Pháp với 148 người trên khoang - cập nhật mới nhất http://t.co/5K1ZxWqXh0 http://t.co/vzStX3iozK|||||@DailyMirror http://t.co/wzzW3hiWlQ|||||@jsblake_uk @DailyMirror http://t.co/7h7DYxczTy|||||@DailyMirror sairbonvoiralessairebonvoyages|||||@ regeantremblay5 @DailyMirror http://t.co/7h7DYxczTy|||||@punongolibo @DailyMirror plaisirebonnejournée http://t.co/egCy9AkQpV|||||@dailymirror CẦU NGUYỆN, SỰ AN TOÀN CỦA HỌ.|||||@ hassan33035664 @DailyMirror http://t.co/7h7DYxczTy|||||@DailyMirror @ PVincent20 http://t.co/7h7DYxczTy|||||@DailyMirror Hàng ngày có nhiều người chết vì tai nạn máy bay đâu rồi Kỹ sư @DailyMirror
1004	0	Máy bay Airbus A320 của Đức gặp nạn, 148 người CHẾT https://t.co/94oOOSSSVv # 4U9525 #germanwings #GermanWingsCrash # Airbus320 #planecrash
1005	1	Thủ tướng Pháp cho biết hành khách và phi hành đoàn của chiếc máy bay Germanwings gặp nạn sợ chết http://t.co/on24GtCYyv
1006	0	Cập nhật - AFP: Quan chức hàng không cho biết phi hành đoàn #Germanwings đã không gửi tín hiệu báo động|||||@SkyNewsBreak @BBCwestcott nên không có tín hiệu nào được gửi. Xấu hổ làm sao.|||||@SkyNewsBreak BBC NEWS vừa cho biết họ đã làm?|||||@SkyNewsBreak sẽ thay đổi mọi thứ nếu đúng. Nổ giải nén, phi hành đoàn bất tỉnh?|||||@Dakeb_MCFC nếu đó là một vụ giải nén bùng nổ thì có nghĩa là mọi người trên tàu đã bất tỉnh?|||||@missanemixx có thể là. Nó đã bay 69 dặm khi hạ xuống, độ rơi 3000ft / phút, 460mph không đổi, độ dốc xuống 5deg.|||||@missanemixx rất nhiều thời gian không có oxy và nhiệt độ đóng băng, -50deg C. Khó tồn tại.|||||“@SkyNewsBreak: Cập nhật - AFP: Quan chức hàng không cho biết phi hành đoàn #Germanwings đã không gửi tín hiệu báo nạn” vậy có hay không có tín hiệu? : /|||||“@SkyNewsBreak: Cập nhật - AFP: Quan chức hàng không cho biết phi hành đoàn #Germanwings đã không gửi tín hiệu báo động”
1007	0	#BREAKING: Phi hành đoàn Airbus A320 của #Germanwings đã gửi tín hiệu báo động trước khi vụ tai nạn trên dãy núi Alps ở Pháp - theo báo cáo http://t.co/JLDCz6AhFR|||||@Independent @ninagarcia
